peg_id,Reads_in_input,Reads_aligned_all_amplicons,WT,correct_edit,byproduct_all,byproduct_INDEL,byproduct_sub,byproduct_ambiguous,WT_perc,corr_perc,byprod_perc,INDEL_perc
peg_0,4,3,0,0,3,0,0,3,0.0,0.0,100.0,0.0
peg_1,66,33,0,0,33,25,0,8,0.0,0.0,100.0,75.75757575757575
peg_2,987,958,842,17,99,5,92,2,87.89144050104385,1.7745302713987474,10.334029227557412,0.5219206680584552
peg_3,1860,1733,1328,159,246,18,226,2,76.63012117714945,9.174841315637623,14.195037507212925,1.03866128101558
peg_4,912,910,832,25,53,8,45,0,91.42857142857143,2.7472527472527473,5.824175824175824,0.8791208791208791
peg_5,2257,2254,1694,163,397,93,303,1,75.15527950310559,7.231588287488909,17.613132209405503,4.125998225377107
peg_6,799,798,685,70,43,3,40,0,85.83959899749374,8.771929824561404,5.388471177944862,0.37593984962406013
peg_7,2142,2136,1770,100,266,12,252,2,82.86516853932584,4.681647940074907,12.453183520599252,0.5617977528089888
peg_8,44,42,0,0,42,42,0,0,0.0,0.0,100.0,100.0
peg_9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_10,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_11,1023,1022,786,106,130,35,93,2,76.90802348336595,10.371819960861057,12.720156555772995,3.4246575342465753
peg_12,1005,999,805,93,101,32,68,1,80.58058058058059,9.30930930930931,10.11011011011011,3.2032032032032034
peg_13,771,771,690,27,54,4,50,0,89.49416342412451,3.501945525291829,7.003891050583658,0.5188067444876784
peg_14,2491,2474,2173,131,170,11,158,1,87.83346806790622,5.295068714632174,6.871463217461601,0.444624090541633
peg_15,5412,5394,4291,251,852,283,562,7,79.55135335558028,4.653318502039303,15.795328142380423,5.246570263255469
peg_16,165,165,152,8,5,3,2,0,92.12121212121212,4.848484848484849,3.0303030303030303,1.8181818181818181
peg_17,476,455,298,14,143,2,140,1,65.49450549450549,3.076923076923077,31.428571428571427,0.43956043956043955
peg_18,366,317,117,12,188,68,120,0,36.90851735015773,3.7854889589905363,59.305993690851736,21.451104100946374
peg_19,563,563,318,12,233,178,55,0,56.48312611012433,2.1314387211367674,41.3854351687389,31.616341030195382
peg_20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_21,67,47,0,0,47,0,0,47,0.0,0.0,100.0,0.0
peg_22,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_23,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_24,4,4,0,0,4,0,0,4,0.0,0.0,100.0,0.0
peg_25,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_26,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_27,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_28,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_29,297,186,0,0,186,63,3,120,0.0,0.0,100.0,33.87096774193548
peg_30,328,215,0,28,187,37,58,92,0.0,13.023255813953488,86.97674418604652,17.209302325581394
peg_31,210,88,3,19,66,10,41,15,3.409090909090909,21.59090909090909,75.0,11.363636363636363
peg_32,265,75,5,6,64,14,35,15,6.666666666666667,8.0,85.33333333333333,18.666666666666668
peg_33,76,71,1,10,60,1,37,22,1.408450704225352,14.084507042253522,84.50704225352112,1.408450704225352
peg_34,1783,1772,1597,50,125,45,78,2,90.12415349887134,2.8216704288939054,7.054176072234763,2.539503386004515
peg_35,1546,1534,1167,144,223,10,210,3,76.07561929595828,9.38722294654498,14.53715775749674,0.651890482398957
peg_36,1743,1566,1154,223,189,11,173,5,73.69093231162196,14.240102171136654,12.068965517241379,0.70242656449553
peg_37,478,194,0,8,186,56,69,61,0.0,4.123711340206185,95.87628865979381,28.8659793814433
peg_38,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_39,351,307,2,10,295,58,104,133,0.6514657980456026,3.257328990228013,96.09120521172639,18.892508143322477
peg_40,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_41,15,7,0,0,7,6,1,0,0.0,0.0,100.0,85.71428571428571
peg_42,12647,12631,10050,817,1764,362,1235,167,79.5661467817275,6.468213126434962,13.965640091837543,2.865964690048294
peg_43,9638,9608,8302,415,891,118,738,35,86.40716069941715,4.319317235636969,9.273522064945878,1.228143213988343
peg_44,6756,6743,5909,336,498,127,323,48,87.63161797419546,4.9829452765831235,7.385436749221415,1.8834346729942162
peg_45,34,33,0,0,33,26,0,7,0.0,0.0,100.0,78.78787878787878
peg_46,177,168,2,4,162,58,88,16,1.1904761904761905,2.380952380952381,96.42857142857143,34.523809523809526
peg_47,275,151,3,37,111,32,59,20,1.9867549668874172,24.503311258278146,73.50993377483444,21.192052980132452
peg_48,13943,13931,11979,590,1362,196,1099,67,85.98808412892112,4.235158997918312,9.776756873160577,1.4069341755796425
peg_49,729,724,670,10,44,6,38,0,92.54143646408839,1.3812154696132597,6.077348066298343,0.8287292817679558
peg_50,8524,8513,7357,187,969,215,740,14,86.42076823681428,2.1966404322800424,11.382591330905674,2.52554916010807
peg_51,1675,1668,1107,111,450,196,250,4,66.36690647482014,6.654676258992806,26.97841726618705,11.750599520383693
peg_52,2620,2594,1897,140,557,40,508,9,73.13030069390902,5.397070161912104,21.472629144178875,1.5420200462606013
peg_53,1864,1853,1622,47,184,41,117,26,87.53372908796545,2.536427415002698,9.92984349703184,2.212628170534269
peg_54,1009,945,743,1,201,43,157,1,78.62433862433862,0.10582010582010581,21.26984126984127,4.550264550264551
peg_55,793,734,668,0,66,1,63,2,91.00817438692098,0.0,8.991825613079019,0.1362397820163488
peg_56,625,596,478,0,118,99,19,0,80.20134228187919,0.0,19.798657718120804,16.610738255033556
peg_57,980,975,900,1,74,10,64,0,92.3076923076923,0.10256410256410256,7.589743589743589,1.0256410256410255
peg_58,2318,2067,1867,14,186,31,152,3,90.3241412675375,0.6773101112723754,8.99854862119013,1.4997581035316885
peg_59,973,906,851,1,54,17,37,0,93.92935982339957,0.11037527593818984,5.960264900662252,1.8763796909492274
peg_60,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_61,2234,2193,2072,0,121,6,107,8,94.48244414044687,0.0,5.5175558595531236,0.27359781121751026
peg_62,4006,3959,3607,9,343,113,173,57,91.10886587522101,0.22733013387218995,8.663803990906795,2.8542561252841625
peg_63,850,804,606,17,181,66,114,1,75.3731343283582,2.1144278606965172,22.512437810945272,8.208955223880597
peg_64,1460,1430,1269,0,161,27,133,1,88.74125874125875,0.0,11.258741258741258,1.8881118881118881
peg_65,1867,1760,1589,2,169,20,149,0,90.2840909090909,0.11363636363636363,9.602272727272727,1.1363636363636365
peg_66,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_67,6182,6158,5535,41,582,81,482,19,89.88307892172783,0.6658005846053914,9.451120493666775,1.3153621305618708
peg_68,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_69,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
peg_70,1295,1011,839,13,159,36,120,3,82.98714144411474,1.2858555885262117,15.72700296735905,3.5608308605341246
